CRACK_INDX,FAULT_INDX,IRI_INDX,STRUCT_NEED80,AADT,CONYR,RESYR
64,0,77,0,7600,1985,2010
53,0,42,0,7195,1982,2010
78,47,31,0,8100,1982,1982
79,51,42,0,9869,1982,1982
100,0,100,0,10450,1983,2017
89,0,83,0,9191,1983,2009
88,0,89,0,12440,1983,2009
100,75,83,0,13050,2021,2021
82,0,80,0,10850,1983,2005
99,0,93,0,10950,1983,2020
99,0,96,0,10190,1983,2020
13,54,48,0,8930,1984,1984
44,50,54,0,8800,1984,1984
100,0,100,0,8580,1985,2020
100,0,100,0,8525,1985,2020
92,77,88,0,14407,2013,2013
85,0,88,0,10975,1984,2014
100,100,69,0,18162,2021,2021
90,0,48,0,9750,1940,2012
66,0,14,0,9766,1940,2012
65,0,40,0,10012,1940,2009
70,0,47,0,3187,1930,2022
82,0,49,0,2210,1930,2022
71,46,36,0,7510,1991,1991
85,50,39,0,6541,1991,1991
93,68,59,0,13480,1957,1957
95,65,58,0,13480,1957,1957
74,0,13,0,810,1950,1992
85,0,70,0,1848,1956,1995
82,73,56,0,1823,1990,1990
88,0,66,0,1590,1962,1995
87,0,67,0,1330,1961,1995
80,0,85,0,994,1955,2008
74,0,72,0,895,1955,2008
63,0,87,2.08,803,1955,2008
83,26,49,0,1680,1970,1970
84,0,86,0,5300,1992,2020
100,0,64,0,1200,1927,2019
100,70,88,0,1310,2018,2018
81,0,91,0,5431,1984,2015
89,0,80,0,14662,1984,2016
87,0,79,0,14516,1989,2017
32,27,53,0,11300,1992,1992
23,47,57,0,12282,1989,1989
46,67,54,0,9225,1995,1995
76,75,82,0,10656,1994,1994
89,79,79,0,9300,1993,1993
87,0,88,0,53140,1973,2008
73,0,89,0,26985,1973,2008
68,0,89,0,26880,1973,2008
72,0,77,0,27255,1976,2009
88,0,79,0,31041,1976,2014
81,0,69,0,32940,1981,2014
75,0,75,0,39375,1981,2013
79,0,82,0,24893,1983,2013
83,0,87,0,13484,1983,2013
